Filename, Sample, U1 (V), I1 (A), Ug (V), gm (A/V), go (A/V), μ (V/V), T (°C)
LD1014D_495, LD1014D_495, 1.5, 1.5, -0.8461, 8.779, 1.221, 7.188, 40.06
LD1014D_495, LD1014D_495, 1.5, 1.833, -0.814, 8.786, 1.318, 6.664, 40.06
LD1014D_495, LD1014D_495, 1.5, 2.167, -0.7766, 8.795, 1.406, 6.255, 40.06
LD1014D_495, LD1014D_495, 1.5, 2.5, -0.7351, 8.808, 1.503, 5.859, 40.06
LD1014D_496, LD1014D_496, 1.5, 1.5, -0.6284, 3.863, 1.448, 2.668, 40
LD1014D_496, LD1014D_496, 1.5, 1.833, -0.6, 3.776, 1.612, 2.342, 40
LD1014D_496, LD1014D_496, 1.5, 2.167, -0.6, 3.776, 1.612, 2.342, 40
LD1014D_496, LD1014D_496, 1.5, 2.5, nan, 3.776, 1.612, 2.342, 40
LD1014D_497, LD1014D_497, 1.5, 1.5, -0.7962, 8.276, 1.642, 5.039, 40.06
LD1014D_497, LD1014D_497, 1.5, 1.833, -0.7505, 8.265, 1.812, 4.562, 40.06
LD1014D_497, LD1014D_497, 1.5, 2.167, -0.7093, 8.257, 1.981, 4.168, 40.06
LD1014D_497, LD1014D_497, 1.5, 2.5, -0.6802, 8.25, 2.151, 3.836, 40.06
LD1014D_498, LD1014D_498, 1.5, 1.5, nan, 8.491, 2.013, 4.219, 40
LD1014D_498, LD1014D_498, 1.5, 1.833, nan, 8.491, 2.013, 4.219, 40
LD1014D_498, LD1014D_498, 1.5, 2.167, -0.9533, 8.535, 2.029, 4.207, 40
LD1014D_498, LD1014D_498, 1.5, 2.5, -0.9033, 8.571, 2.049, 4.183, 40
LD1014D_499, LD1014D_499, 1.5, 1.5, -0.7441, 7.089, 1.001, 7.085, 39.94
LD1014D_499, LD1014D_499, 1.5, 1.833, -0.6973, 7.087, 1.191, 5.95, 39.94
LD1014D_499, LD1014D_499, 1.5, 2.167, -0.6687, 7.085, 1.382, 5.127, 39.94
LD1014D_499, LD1014D_499, 1.5, 2.5, -0.6402, 7.083, 1.557, 4.55, 39.94
LD1014D_4_NA, LD1014D_4, 1.5, 1.5, -0.9849, 12.59, 2.551, 4.936, NA
LD1014D_4_NA, LD1014D_4, 1.5, 1.833, -0.9574, 13.42, 2.909, 4.615, NA
LD1014D_4_NA, LD1014D_4, 1.5, 2.167, -0.9335, 14.1, 3.212, 4.39, NA
LD1014D_4_NA, LD1014D_4, 1.5, 2.5, -0.9113, 14.79, 3.407, 4.34, NA
LD1014D_500, LD1014D_500, 1.5, 1.5, -0.7675, 7.42, 1.42, 5.225, 39.94
LD1014D_500, LD1014D_500, 1.5, 1.833, -0.7194, 7.51, 1.609, 4.668, 39.94
LD1014D_500, LD1014D_500, 1.5, 2.167, -0.6848, 7.602, 1.798, 4.227, 39.94
LD1014D_500, LD1014D_500, 1.5, 2.5, -0.6568, 7.698, 1.989, 3.869, 39.94
LD1014D_501_NA, LD1014D_501, 1.5, 1.5, nan, 8.45, 2.556, 3.306, 40
LD1014D_501_NA, LD1014D_501, 1.5, 1.833, nan, 8.45, 2.556, 3.306, 40
LD1014D_501_NA, LD1014D_501, 1.5, 2.167, nan, 8.45, 2.556, 3.306, 40
LD1014D_501_NA, LD1014D_501, 1.5, 2.5, nan, 8.45, 2.556, 3.306, 40
LD1014D_502, LD1014D_502, 1.5, 1.5, nan, 8.483, 2.26, 3.754, 40
LD1014D_502, LD1014D_502, 1.5, 1.833, nan, 8.483, 2.26, 3.754, 40
LD1014D_502, LD1014D_502, 1.5, 2.167, -0.999, 8.483, 2.26, 3.754, 40
LD1014D_502, LD1014D_502, 1.5, 2.5, -0.95, 8.528, 2.276, 3.747, 40
LD1014D_503, LD1014D_503, 1.5, 1.5, -0.9184, 9.164, 1.417, 6.466, 40
LD1014D_503, LD1014D_503, 1.5, 1.833, -0.8654, 9.169, 1.481, 6.193, 40
LD1014D_503, LD1014D_503, 1.5, 2.167, -0.8355, 9.177, 1.544, 5.944, 40
LD1014D_503, LD1014D_503, 1.5, 2.5, -0.8055, 9.188, 1.607, 5.716, 40
LD1014D_504, LD1014D_504, 1.5, 1.5, -0.6908, 6.413, 1.358, 4.723, 40
LD1014D_504, LD1014D_504, 1.5, 1.833, -0.6628, 6.529, 1.601, 4.078, 40
LD1014D_504, LD1014D_504, 1.5, 2.167, -0.6347, 6.645, 1.844, 3.604, 40
LD1014D_504, LD1014D_504, 1.5, 2.5, -0.6066, 6.752, 2.068, 3.265, 40
LD1014D_505, LD1014D_505, 1.5, 1.5, -0.6149, 3.603, 1.598, 2.254, 40
LD1014D_505, LD1014D_505, 1.5, 1.833, -0.6, 3.554, 1.696, 2.096, 40
LD1014D_505, LD1014D_505, 1.5, 2.167, -0.6, 3.554, 1.696, 2.096, 40
LD1014D_505, LD1014D_505, 1.5, 2.5, nan, 3.554, 1.696, 2.096, 40
LD1014D_506, LD1014D_506, 1.5, 1.5, -0.908, 8.987, 1.404, 6.399, 40
LD1014D_506, LD1014D_506, 1.5, 1.833, -0.859, 8.993, 1.475, 6.095, 40
LD1014D_506, LD1014D_506, 1.5, 2.167, -0.8284, 9.001, 1.539, 5.847, 40
LD1014D_506, LD1014D_506, 1.5, 2.5, -0.7972, 9.012, 1.603, 5.621, 40
LD1014D_507, LD1014D_507, 1.5, 1.5, -0.7846, 8.654, 1.235, 7.007, 40
LD1014D_507, LD1014D_507, 1.5, 1.833, -0.7567, 8.742, 1.36, 6.43, 40
LD1014D_507, LD1014D_507, 1.5, 2.167, -0.728, 8.826, 1.473, 5.991, 40
LD1014D_507, LD1014D_507, 1.5, 2.5, -0.696, 8.914, 1.589, 5.611, 40
LD1014D_508_NA, LD1014D_508, 1.5, 1.5, -0.8586, 8.835, 1.309, 6.75, 40
LD1014D_508_NA, LD1014D_508, 1.5, 1.833, -0.827, 8.841, 1.393, 6.348, 40
LD1014D_508_NA, LD1014D_508, 1.5, 2.167, -0.794, 8.851, 1.486, 5.957, 40
LD1014D_508_NA, LD1014D_508, 1.5, 2.5, -0.7535, 8.862, 1.57, 5.646, 40
LD1014D_509, LD1014D_509, 1.5, 1.5, -0.776, 8.015, 1.618, 4.954, 40
LD1014D_509, LD1014D_509, 1.5, 1.833, -0.7287, 8.007, 1.794, 4.463, 40
LD1014D_509, LD1014D_509, 1.5, 2.167, -0.6928, 8, 1.97, 4.06, 40
LD1014D_509, LD1014D_509, 1.5, 2.5, -0.667, 7.994, 2.164, 3.694, 40
LD1014D_510, LD1014D_510, 1.5, 1.5, -0.8402, 8.746, 1.18, 7.409, 39.94
LD1014D_510, LD1014D_510, 1.5, 1.833, -0.8081, 8.754, 1.285, 6.814, 39.94
LD1014D_510, LD1014D_510, 1.5, 2.167, -0.7696, 8.765, 1.389, 6.31, 39.94
LD1014D_510, LD1014D_510, 1.5, 2.5, -0.7293, 8.776, 1.483, 5.919, 39.94
LD1014D_513, LD1014D_513, 1.5, 1.5, nan, 8.691, 2.139, 4.063, 40
LD1014D_513, LD1014D_513, 1.5, 1.833, -0.971, 8.726, 2.159, 4.041, 40
LD1014D_513, LD1014D_513, 1.5, 2.167, -0.9249, 8.778, 2.196, 3.998, 40
LD1014D_513, LD1014D_513, 1.5, 2.5, -0.8788, 8.814, 2.233, 3.948, 40
LD1014D_514, LD1014D_514, 1.5, 1.5, -0.6414, 4.118, 1.561, 2.638, 40
LD1014D_514, LD1014D_514, 1.5, 1.833, -0.6, 3.962, 1.853, 2.138, 40
LD1014D_514, LD1014D_514, 1.5, 2.167, -0.6, 3.962, 1.853, 2.138, 40
LD1014D_514, LD1014D_514, 1.5, 2.5, nan, 3.962, 1.853, 2.138, 40
LD1014D_515, LD1014D_515, 1.5, 1.5, -0.6932, 6.402, 1.298, 4.932, 39.94
LD1014D_515, LD1014D_515, 1.5, 1.833, -0.6645, 6.511, 1.526, 4.267, 39.94
LD1014D_515, LD1014D_515, 1.5, 2.167, -0.6358, 6.611, 1.736, 3.808, 39.94
LD1014D_515, LD1014D_515, 1.5, 2.5, -0.6071, 6.719, 1.964, 3.422, 39.94
LD1014D_516, LD1014D_516, 1.5, 1.5, -0.8694, 8.833, 1.336, 6.61, 39.94
LD1014D_516, LD1014D_516, 1.5, 1.833, -0.8368, 8.84, 1.418, 6.236, 39.94
LD1014D_516, LD1014D_516, 1.5, 2.167, -0.8055, 8.849, 1.491, 5.935, 39.94
LD1014D_516, LD1014D_516, 1.5, 2.5, -0.7657, 8.861, 1.572, 5.636, 39.94
LD1014D_5, LD1014D_5, 1.5, 1.5, -0.9198, 12.16, 2.682, 4.533, NA
LD1014D_5, LD1014D_5, 1.5, 1.833, -0.8955, 13.33, 2.941, 4.53, NA
LD1014D_5, LD1014D_5, 1.5, 2.167, -0.8696, 14.28, 3.183, 4.487, NA
LD1014D_5, LD1014D_5, 1.5, 2.5, -0.8459, 14.5, 3.19, 4.546, NA
LD1014D_6, LD1014D_6, 1.5, 1.5, -0.949, 11.94, 2.536, 4.707, NA
LD1014D_6, LD1014D_6, 1.5, 1.833, -0.9233, 12.99, 2.779, 4.673, NA
LD1014D_6, LD1014D_6, 1.5, 2.167, -0.9, 13.77, 2.996, 4.596, NA
LD1014D_6, LD1014D_6, 1.5, 2.5, -0.8748, 14.59, 3.196, 4.566, NA
LD1014D_71, LD1014D_71, 1.5, 1.5, -0.9408, 11.51, 2.382, 4.831, NA
LD1014D_71, LD1014D_71, 1.5, 1.833, -0.9138, 12.42, 2.613, 4.754, NA
LD1014D_71, LD1014D_71, 1.5, 2.167, -0.888, 13.17, 2.808, 4.689, NA
LD1014D_71, LD1014D_71, 1.5, 2.5, -0.8612, 13.66, 2.971, 4.6, NA
LD1014D_72_NA, LD1014D_72, 1.5, 1.5, -1.149, 11.69, 2.947, 3.968, NA
LD1014D_72_NA, LD1014D_72, 1.5, 1.833, -1.121, 12.9, 3.139, 4.11, NA
LD1014D_72_NA, LD1014D_72, 1.5, 2.167, -1.097, 13.46, 3.393, 3.966, NA
LD1014D_72_NA, LD1014D_72, 1.5, 2.5, -1.068, 13.99, 3.616, 3.868, NA
LD1014D_73, LD1014D_73, 1.5, 1.5, -0.6905, 11.81, 2.112, 5.591, NA
LD1014D_73, LD1014D_73, 1.5, 1.833, -0.6624, 12.67, 2.345, 5.403, NA
LD1014D_73, LD1014D_73, 1.5, 2.167, -0.6371, 13.22, 2.624, 5.039, NA
LD1014D_73, LD1014D_73, 1.5, 2.5, -0.6135, 13.92, 2.74, 5.082, NA
LD1014D_74_NA, LD1014D_74, 1.5, 1.5, -0.9656, 11.4, 2.648, 4.306, NA
LD1014D_74_NA, LD1014D_74, 1.5, 1.833, -0.9375, 12.22, 2.88, 4.243, NA
LD1014D_74_NA, LD1014D_74, 1.5, 2.167, -0.9112, 12.87, 3.081, 4.178, NA
LD1014D_74_NA, LD1014D_74, 1.5, 2.5, -0.8856, 13.56, 3.264, 4.153, NA
LD1014D_75, LD1014D_75, 1.5, 1.5, -0.7118, 11.58, 2.089, 5.544, NA
LD1014D_75, LD1014D_75, 1.5, 1.833, -0.6826, 12.4, 2.295, 5.404, NA
LD1014D_75, LD1014D_75, 1.5, 2.167, -0.6554, 12.77, 2.545, 5.02, NA
LD1014D_75, LD1014D_75, 1.5, 2.5, -0.6307, 13.22, 2.729, 4.844, NA
LD1014D_7_NA, LD1014D_7, 1.5, 1.5, -0.9048, 11.26, 2.38, 4.733, NA
LD1014D_7_NA, LD1014D_7, 1.5, 1.833, -0.8761, 12.53, 2.599, 4.822, NA
LD1014D_7_NA, LD1014D_7, 1.5, 2.167, -0.849, 13.28, 2.81, 4.726, NA
LD1014D_7_NA, LD1014D_7, 1.5, 2.5, -0.8259, 13.85, 3.03, 4.573, NA
LD1014D_86, LD1014D_86, 1.5, 1.5, -0.6383, 12.08, 2.231, 5.417, NA
LD1014D_86, LD1014D_86, 1.5, 1.833, -0.6131, 13.33, 2.613, 5.102, NA
LD1014D_86, LD1014D_86, 1.5, 2.167, -0.5889, 13.99, 2.857, 4.896, NA
LD1014D_86, LD1014D_86, 1.5, 2.5, -0.5645, 14.46, 3.047, 4.745, NA
LD1014D_87, LD1014D_87, 1.5, 1.5, -0.6239, 11.88, 1.908, 6.228, NA
LD1014D_87, LD1014D_87, 1.5, 1.833, -0.5973, 12.6, 2.12, 5.943, NA
LD1014D_87, LD1014D_87, 1.5, 2.167, -0.5703, 13.24, 2.297, 5.763, NA
LD1014D_87, LD1014D_87, 1.5, 2.5, -0.5449, 13.86, 2.457, 5.639, NA
LD1014D_8, LD1014D_8, 1.5, 1.5, -0.6687, 13.25, 2.417, 5.481, NA
LD1014D_8, LD1014D_8, 1.5, 1.833, -0.6432, 13.73, 2.365, 5.805, NA
LD1014D_8, LD1014D_8, 1.5, 2.167, -0.6208, 14.79, 2.62, 5.643, NA
LD1014D_8, LD1014D_8, 1.5, 2.5, -0.6003, 15.53, 2.802, 5.544, NA
LD1014D_9_NA, LD1014D_9, 1.5, 1.5, -0.804, 11.61, 2.295, 5.059, NA
LD1014D_9_NA, LD1014D_9, 1.5, 1.833, -0.7752, 12.84, 2.582, 4.971, NA
LD1014D_9_NA, LD1014D_9, 1.5, 2.167, -0.7485, 13.58, 2.777, 4.89, NA
LD1014D_9_NA, LD1014D_9, 1.5, 2.5, -0.7255, 14.23, 2.947, 4.83, NA
